,Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist,Developer,Publisher,Year Released,Month Released,Game Type,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Total Sales,North American Sales,Japan Sales,PAL Sales,Other Sales,Console
879,Ghost of Tsushima,17-Jul-20,"['Sucker Punch Productions', 'Sony Interactive Entertainment']",4.1,1.4K,1400,"['Adventure', 'Brawler', 'RPG']",8500,688,3.5K,3.1K,Sucker Punch,Sony Interactive Entertainment,2020,Jul,AAA,Adventure,Brawler,RPG,,,,,,,,,['PS4']
883,Metal Gear Solid 3: Snake Eater,17-Nov-04,"['Konami Computer Entertainment Japan', 'Konami']",4.5,1.5K,1500,"['Adventure', 'Shooter', 'Tactical']",9200,118,2.4K,1.3K,KCEJ / Kojima Productions,Konami,2004,Nov,AAA,Adventure,Shooter,Tactical,,,,4.23,1.46,0.83,0.0,1.93,['PS2']
884,Journey,13-Mar-12,"['Sony Computer Entertainment', 'ThatGameCompany']",3.9,1.5K,1500,"['Adventure', 'Platform']",12000,94,2.7K,1.7K,thatgamecompany,Sony Computer Entertainment America,2012,Mar,AAA,Adventure,Platform,,,,,0.17,0.04,,0.11,0.01,['PSN']
885,Kingdom Hearts,28-Mar-02,"['Square', 'Disney Interactive Studios']",3.6,1.3K,1300,"['Adventure', 'RPG']",12000,266,2.1K,1K,Square,Square Enix,2002,Mar,AAA,Adventure,RPG,,,,,,,,,,"['Series', 'PS2']"
886,Titanfall 2,28-Oct-16,"['Respawn Entertainment', 'Electronic Arts']",4.1,1.3K,1300,"['Adventure', 'Shooter']",12000,163,2.1K,656,Respawn Entertainment,Electronic Arts,2016,Oct,AAA,Adventure,Shooter,,,,,0.2,0.06,,0.12,0.01,"['PS4', 'XOne', 'PC']"
887,Doom,10-Dec-93,"['Activision', 'id Software']",4,1.4K,1400,['Shooter'],11000,203,1.5K,514,id Software,id Software,1993,Dec,AAA,Shooter,,,,,,0.04,0.04,,0.0,0.0,['PC']
889,The Last of Us Remastered,26-Jul-14,"['Naughty Dog', 'Sony Computer Entertainment']",4.3,1.1K,1100,"['Adventure', 'Shooter']",12000,258,1.8K,682,Naughty Dog,Sony Computer Entertainment,2014,Jul,AAA,Adventure,Shooter,,,,,,,,,,['PS4']
890,Sonic the Hedgehog,23-Jun-91,"['Sonic Team', 'Sega']",3.1,1.1K,1100,['Platform'],12000,60,804,243,Sonic Team,Sega,1991,Jun,AAA,Platform,,,,,,,,,,,"['Series', 'GEN', 'MS', 'GG']"
892,Batman: Arkham Knight,23-Jun-15,"['Rocksteady Studios', 'Warner Bros. Interactive Entertainment']",3.7,1.2K,1200,"['Adventure', 'Brawler']",13000,279,3.4K,757,Rocksteady Studios,Warner Bros. Interactive Entertainment,2015,Jun,AAA,Adventure,Brawler,,,,,,,,,,"['PS4', 'XOne', 'PC']"
896,Wii Sports,19-Nov-06,"['Nintendo', 'Nintendo EAD Group No. 2']",3.7,775,775,"['Simulator', 'Sport']",18000,39,320,93,Nintendo EAD,Nintendo,2006,Nov,AAA,Simulator,Sport,,,,,,,,,,"['Series', 'Wii']"
898,Mario Kart Wii,10-Apr-08,"['Nintendo', 'Nintendo EAD']",3.9,1K,1000,['Racing'],19000,88,461,168,Nintendo EAD,Nintendo,2008,Apr,AAA,Racing,,,,,,,,,,,['Wii']
899,Resident Evil 3,3-Apr-20,"['K2', 'Capcom']",3.2,1.3K,1300,"['Adventure', 'Shooter']",8400,157,2.4K,1.6K,Capcom,Capcom,2020,Apr,AAA,Adventure,Shooter,,,,,,,,,,"['PS4', 'PC', 'XOne']"
901,Red Dead Redemption,18-May-10,"['Rockstar Games', 'Rockstar North']",4.2,1.5K,1500,"['Adventure', 'RPG', 'Shooter']",13000,218,2.4K,1.6K,Rockstar San Diego,Rockstar Games,2010,May,AAA,Adventure,RPG,Shooter,,,,,,,,,"['X360', 'XBL']"
906,Super Mario Galaxy 2,23-May-10,"['Nintendo EAD', 'Nintendo']",4.3,1.8K,1800,"['Adventure', 'Platform']",13000,123,2.5K,1.3K,Nintendo EAD Tokyo,Nintendo,2010,May,AAA,Adventure,Platform,,,,,,,,,,['Wii']
907,Donkey Kong Country,18-Nov-94,['Rare'],3.9,1.3K,1300,"['Adventure', 'Platform']",11000,186,1.9K,514,Rare Ltd.,Nintendo,1994,Nov,AAA,Adventure,Platform,,,,,,,,,,['SNES']
908,What Remains of Edith Finch,24-Apr-17,"['Annapurna Interactive', 'Giant Sparrow']",4,1.4K,1400,"['Adventure', 'Indie', 'Puzzle']",8600,61,2.2K,1.3K,Giant Sparrow,Unknown,2017,Apr,Indie,Adventure,Indie,Puzzle,,,,,,,,,['PS4']
912,Mirror's Edge,11-Nov-08,"['Electronic Arts', 'EA Digital Illusions CE']",3.5,788,788,"['Adventure', 'Platform', 'Shooter']",12000,117,2.1K,813,EA DICE,Electronic Arts,2008,Nov,AAA,Adventure,Platform,Shooter,,,,1.13,0.31,0.02,0.59,0.21,"['X360', 'PS3']"
913,Bayonetta 2,20-Sep-14,"['PlatinumGames', 'Nintendo']",4.1,1.1K,1100,['Brawler'],6000,154,3.3K,2K,PlatinumGames,Nintendo,2014,Sep,AAA,Brawler,,,,,,0.86,0.37,0.1,0.32,0.06,['WiiU']
914,Sonic Generations,1-Nov-11,"['Sonic Team', 'Sega']",3.8,1.1K,1100,"['Adventure', 'Platform']",9900,133,1.7K,480,Sonic Team/Dimps Corporation,Sega,2011,Nov,AAA,Adventure,Platform,,,,,0.11,0.02,,0.07,0.02,"['PS3', 'X360', '3DS', 'PC']"
919,The Legend of Zelda: Twilight Princess,19-Nov-06,"['Nintendo', 'Nintendo EAD Software Development Group No.3']",4,899,899,"['Adventure', 'RPG']",10000,228,2.5K,1.3K,Nintendo EAD,Nintendo,2006,Nov,AAA,Adventure,RPG,,,,,,,,,,"['Wii', 'GC']"
921,Metroid Prime,17-Nov-02,"['Nintendo', 'Retro Studios']",4.3,1.4K,1400,"['Adventure', 'Platform', 'Shooter']",6800,221,2.7K,1.2K,Retro Studios,Nintendo,2002,Nov,AAA,Adventure,Platform,Shooter,,,,,,,,,['GC']
922,Sonic the Hedgehog 2,21-Nov-92,"['Sonic Team', 'Sega']",3.7,1.2K,1200,"['Adventure', 'Platform']",10000,56,883,228,Sonic Team,Sega,1992,Nov,AAA,Adventure,Platform,,,,,,,,,,"['GEN', 'GG', 'MS']"
923,Metal Gear Solid 4: Guns of the Patriots,12-Jun-08,"['Kojima Productions', 'Konami']",3.9,1.2K,1200,"['Adventure', 'Shooter', 'Tactical']",7700,94,2.5K,1.3K,Kojima Productions,Konami,2008,Jun,AAA,Adventure,Shooter,Tactical,,,,6.0,2.63,0.83,1.72,0.81,['PS3']
925,Minecraft,20-Sep-17,['Mojang Studios'],4.2,571,571,"['Adventure', 'Simulator']",11000,509,412,85,Other Ocean Interactive,Nintendo,2017,Sep,AAA,Adventure,Simulator,,,,,0.37,0.33,,,0.04,['3DS']
926,Resident Evil 5,5-Mar-09,['Capcom'],3.1,1K,1000,"['Adventure', 'Shooter']",10000,176,1.6K,561,Capcom,Capcom,2009,Mar,AAA,Adventure,Shooter,,,,,,,,,,"['PS3', 'X360', 'PC']"
932,Ori and the Will of the Wisps,10-Mar-20,"['Moon Studios', 'Xbox Game Studios']",4.3,1.2K,1200,"['Adventure', 'Platform']",6000,263,3.7K,2.2K,Moon Studios,Xbox Game Studios,2020,Mar,AAA,Adventure,Platform,,,,,,,,,,"['XOne', 'PC']"
933,Mass Effect,20-Nov-07,"['BioWare', 'Microsoft Game Studios']",3.8,1K,1000,"['RPG', 'Shooter']",10000,172,2K,774,BioWare,Electronic Arts,2007,Nov,AAA,RPG,Shooter,,,,,2.91,1.83,0.03,0.79,0.27,"['Series', 'X360']"
934,Return of the Obra Dinn,18-Oct-18,"['3909', 'Lucas Pope']",4.3,1K,1000,"['Adventure', 'Indie', 'Puzzle']",4700,195,2.6K,2.4K,Unknown,3909 LLC,2018,Oct,Indie,Adventure,Indie,Puzzle,,,,,,,,,['PC']
935,Kingdom Hearts III,25-Jan-19,"['Square Enix', 'Disney Interactive Studios']",3.5,1.1K,1100,"['Adventure', 'Brawler', 'RPG']",8100,206,2.6K,1.1K,Square Enix,Square Enix,2019,Jan,AAA,Adventure,Brawler,RPG,,,,,,,,,"['PS4', 'XOne']"
936,Fallout 3,28-Oct-08,"['ZeniMax Media', 'Bethesda Game Studios']",3.4,894,894,"['RPG', 'Shooter']",12000,162,2K,589,Bethesda Game Studios,Bethesda Softworks,2008,Oct,AAA,RPG,Shooter,,,,,0.98,0.02,,0.88,0.07,"['X360', 'PS3', 'PC']"
937,Uncharted: Drake's Fortune,16-Nov-07,"['Naughty Dog', 'Sony Computer Entertainment, Inc. (SCEI)']",3.1,882,882,"['Adventure', 'Platform', 'Shooter']",12000,98,1.2K,460,Naughty Dog,Sony Computer Entertainment,2007,Nov,AAA,Adventure,Platform,Shooter,,,,4.97,2.32,0.12,1.73,0.8,['PS3']
940,Super Mario 3D Land,3-Nov-11,"['Nintendo EAD', 'Nintendo']",3.5,1K,1000,['Platform'],12000,146,1K,461,Nintendo EAD Tokyo,Nintendo,2011,Nov,AAA,Platform,,,,,,,,,,,['3DS']
942,Silent Hill 3,23-May-03,"['Konami', 'Team Silent']",4.2,1.1K,1100,"['Adventure', 'Puzzle']",4900,156,2K,1.4K,Team Silent,Konami,2003,May,AAA,Adventure,Puzzle,,,,,0.0,,,0.0,0.0,"['PS2', 'PC']"
943,Call of Duty: Modern Warfare 2,10-Nov-09,"['Infinity Ward', 'Activision']",3.8,1K,1000,['Shooter'],14000,34,666,276,Infinity Ward,Activision,2009,Nov,AAA,Shooter,,,,,,0.88,0.01,,0.79,0.08,"['X360', 'PS3', 'PC']"
945,Mario Kart DS,14-Nov-05,['Nintendo EAD Group No. 1'],3.8,857,857,['Racing'],15000,36,417,159,Nintendo EAD,Nintendo,2005,Nov,AAA,Racing,,,,,,,,,,,['DS']
946,Apex Legends,4-Feb-19,"['Respawn Entertainment', 'Electronic Arts']",3.1,624,624,['Shooter'],12000,669,463,82,Respawn Entertainment,Electronic Arts,2019,Feb,AAA,Shooter,,,,,,,,,,,"['PS4', 'XOne', 'PC']"
947,Devil May Cry 2,25-Jan-03,"['Capcom', 'Capcom Production Studio 1']",1.6,620,620,"['Adventure', 'Brawler']",6400,56,1.6K,517,Capcom,Capcom,2003,Jan,AAA,Adventure,Brawler,,,,,,,,,,['PS2']
948,The Legend of Zelda: Ocarina of Time 3D,16-Jun-11,"['Grezzo', 'Nintendo']",4.2,1K,1000,"['Adventure', 'Puzzle', 'RPG']",11000,314,1.9K,572,GREZZO,Nintendo,2011,Jun,AAA,Adventure,Puzzle,RPG,,,,,,,,,['3DS']
950,Demon's Souls,5-Feb-09,"['FromSoftware', 'Atlus']",4.1,1.2K,1200,"['Adventure', 'RPG']",5500,155,1.7K,1.2K,From Software,Atlus,2009,Feb,AAA,Adventure,RPG,,,,,,,,,,['PS3']
952,Rayman Legends,30-Aug-13,"['Ubisoft Montpellier', 'Ubisoft Entertainment']",4,921,921,"['Adventure', 'Platform']",9800,177,2.3K,643,Ubisoft Montpellier,Ubisoft,2013,Aug,AAA,Adventure,Platform,,,,,0.0,,,0.0,0.0,"['WiiU', 'PS3', 'X360', 'PSV', 'PC']"
953,Uncharted 2: Among Thieves,13-Oct-09,"['Naughty Dog', 'Sony Computer Entertainment']",3.9,1.4K,1400,"['Adventure', 'Platform', 'Shooter']",12000,96,1.5K,515,Naughty Dog,Sony Computer Entertainment,2009,Oct,AAA,Adventure,Platform,Shooter,,,,6.74,3.28,0.21,2.22,1.02,['PS3']
954,Monster Hunter: World,26-Jan-18,['Capcom'],3.8,856,856,"['Adventure', 'RPG']",10000,474,2.3K,861,Capcom,Capcom,2018,Jan,AAA,Adventure,RPG,,,,,,,,,,"['PS4', 'XOne', 'PC']"
956,The Legend of Zelda: A Link Between Worlds,22-Nov-13,"['Nintendo', 'Nintendo EAD Software Development Group No.3']",4.1,1.3K,1300,"['Adventure', 'Puzzle', 'RPG']",10000,168,2.4K,1.1K,Nintendo EAD,Nintendo,2013,Nov,AAA,Adventure,Puzzle,RPG,,,,,,,,,['3DS']
961,Shin Megami Tensei IV,23-May-13,"['Atlus', 'Nintendo']",4.1,949,949,['RPG'],4300,397,2.5K,1.1K,Atlus,Atlus,2013,May,AAA,RPG,,,,,,0.59,0.28,0.27,0.0,0.03,['3DS']
963,Castlevania: Aria of Sorrow,6-May-03,"['Konami Computer Entertainment Tokyo', 'Konami']",4.2,1K,1000,"['Adventure', 'Platform', 'RPG']",5100,114,1.7K,871,KCET,Konami,2003,May,AAA,Adventure,Platform,RPG,,,,0.28,0.2,,0.07,0.0,['GBA']
964,Halo: Reach,14-Sep-10,"['Bungie', 'Microsoft Game Studios']",4,1.2K,1200,['Shooter'],11000,98,1.2K,370,Bungie,Microsoft Game Studios,2010,Sep,AAA,Shooter,,,,,,9.97,7.08,0.08,2.01,0.8,['X360']
965,Grand Theft Auto: Vice City,27-Oct-02,"['Rockstar Games', 'Rockstar North']",3.8,1K,1000,"['Adventure', 'Arcade', 'Racing', 'Shooter']",12000,125,1.6K,526,Rockstar North,Rockstar Games,2002,Oct,AAA,Adventure,Arcade,Racing,Shooter,,,16.15,8.41,0.47,5.49,1.78,['PS2']
967,Ori and the Blind Forest,11-Mar-15,"['Moon Studios', 'Microsoft Studios']",3.9,780,780,"['Adventure', 'Platform', 'Puzzle']",7900,260,2.9K,1.4K,Moon Studios,Microsoft Studios,2015,Mar,AAA,Adventure,Platform,Puzzle,,,,,,,,,"['XOne', 'PC']"
969,A Plague Tale: Innocence,14-May-19,"['Focus Entertainment', 'Asobo Studio']",3.7,852,852,"['Adventure', 'RPG']",5400,202,2.6K,1K,Asobo Studio,Focus Home Interactive,2019,May,AAA,Adventure,RPG,,,,,,,,,,"['PS4', 'PC', 'XOne']"
970,The Legend of Zelda: Link's Awakening,20-Sep-19,"['Nintendo', 'Grezzo']",3.9,1.1K,1100,['Adventure'],7600,387,2.8K,2K,Nintendo,Nintendo,2019,Sep,AAA,Adventure,,,,,,,,,,,['NS']
971,Assassin's Creed,13-Nov-07,"['Ubisoft Montreal', 'Ubisoft Entertainment']",2.9,801,801,"['Adventure', 'Platform']",13000,118,1.2K,496,Ubisoft,Ubisoft,2007,Nov,AAA,Adventure,Platform,,,,,,,,,,"['X360', 'PS3', 'Series']"
973,Assassin's Creed III,30-Oct-12,"['Ubisoft Entertainment', 'Ubisoft Montreal']",3,707,707,"['Adventure', 'Strategy']",12000,72,1.2K,390,Ubisoft Montreal,Ubisoft,2012,Oct,AAA,Adventure,Strategy,,,,,0.36,0.19,,0.14,0.03,"['PS3', 'X360', 'PC', 'WiiU']"
974,Castlevania,26-Sep-86,"['Nintendo', 'Konami']",3.4,845,845,"['Adventure', 'Platform']",5700,58,869,365,Konami,Konami,1986,Sep,AAA,Adventure,Platform,,,,,,,,,,['Series']
977,Crash Bandicoot,9-Sep-96,"['Sony Computer Entertainment', 'Naughty Dog']",3.5,660,660,['Platform'],8700,58,702,288,Naughty Dog,Sony Interactive Entertainment,1996,Sep,AAA,Platform,,,,,,,,,,,"['Series', 'PS']"
979,The Outer Worlds,25-Oct-19,"['Obsidian Entertainment', 'Private Division']",3.2,582,582,"['Adventure', 'RPG', 'Shooter']",6600,256,2.4K,1.3K,Obsidian Entertainment,Private Division,2019,Oct,Indie,Adventure,RPG,Shooter,,,,,,,,,"['Series', 'XOne', 'PC', 'PS4']"
980,The Legend of Zelda: Majora's Mask 3D,12-Feb-15,"['Nintendo', 'Nintendo EAD Tokyo']",4.1,797,797,"['Adventure', 'RPG']",6700,191,2.2K,813,GREZZO,Nintendo,2015,Feb,AAA,Adventure,RPG,,,,,,,,,,['3DS']
983,Dead Space 2,25-Jan-11,"['Electronic Arts', 'Visceral Games']",4,775,775,"['Adventure', 'Shooter']",6000,97,1.9K,716,Visceral Games,Electronic Arts,2011,Jan,AAA,Adventure,Shooter,,,,,,,,,,"['X360', 'PS3', 'PC', 'PSN']"
984,Super Mario Bros. 2,9-Oct-88,"['Nintendo', 'Nintendo EAD']",3.1,864,864,"['Adventure', 'Platform']",8400,40,767,189,Nintendo EAD,Nintendo,1988,Oct,AAA,Adventure,Platform,,,,,,,,,,['NES']
985,Until Dawn,25-Aug-15,"['Supermassive Games', 'Sony Computer Entertainment']",3.4,812,812,['Adventure'],8000,85,1.2K,585,Supermassive Games Ltd.,Sony Computer Entertainment,2015,Aug,AAA,Adventure,,,,,,1.9,0.62,0.06,0.92,0.3,['PS4']
986,Kid Icarus: Uprising,22-Mar-12,"['Nintendo', 'Project Sora']",4.1,860,860,"['Brawler', 'Shooter']",5400,140,1.7K,924,Project Sora,Nintendo,2012,Mar,AAA,Brawler,Shooter,,,,,,,,,,['3DS']
989,Sonic Unleashed,20-Nov-08,"['Sega', 'Sonic Team']",3.3,728,728,"['Adventure', 'Brawler', 'Platform']",6500,118,995,476,Sonic Team,Sega,2008,Nov,AAA,Adventure,Brawler,Platform,,,,0.76,0.37,,0.04,0.36,"['Wii', 'PS3', 'X360', 'PS2']"
992,Super Mario World 2: Yoshi's Island,5-Aug-95,"['Nintendo EAD', 'Nintendo']",4.1,1.1K,1100,['Platform'],7100,141,1.5K,360,Nintendo EAD,Nintendo,1995,Aug,AAA,Platform,,,,,,,,,,,['SNES']
993,Devil May Cry 4,31-Jan-08,"['Capcom', 'Capcom Production Studio 1']",3.6,511,511,"['Adventure', 'Brawler']",6500,84,1.7K,681,Capcom,Capcom,2008,Jan,AAA,Adventure,Brawler,,,,,,,,,,"['PS3', 'X360', 'PC']"
994,Donut County,28-Aug-18,"['Annapurna Interactive', 'Ben Esposito']",3.4,695,695,"['Adventure', 'Indie', 'Puzzle']",5600,35,696,496,Unknown,Annapurna Interactive,2018,Aug,Indie,Adventure,Indie,Puzzle,,,,,,,,,"['PC', 'And', 'OSX', 'PS4', 'NS']"
995,Assassin's Creed Origins,26-Oct-17,"['Ubisoft Montreal', 'Ubisoft Entertainment']",3.4,788,788,"['Adventure', 'RPG']",7200,302,2K,681,Ubisoft Montreal,Ubisoft,2017,Oct,AAA,Adventure,RPG,,,,,,,,,,"['PS4', 'XOne', 'PC']"
1000,Grand Theft Auto III,22-Oct-01,"['DMA Design', 'Rockstar Games']",3.3,711,711,"['Adventure', 'Racing', 'Shooter', 'Simulator']",7800,88,1.3K,373,Rockstar North,Rockstar Games,2001,Oct,AAA,Adventure,Racing,Shooter,Simulator,,,13.1,6.99,0.3,4.51,1.3,['PS2']
1001,Dead by Daylight,14-Jun-16,"['Starbreeze publishing AB', 'Behaviour Interactive']",3,451,451,"['Indie', 'Strategy']",7100,520,726,196,Behaviour Interactive,Behaviour Interactive,2016,Jun,Indie,Indie,Strategy,,,,,,,,,,['PC']
1003,Batman: Arkham Origins,16-Oct-13,"['WB Games', 'WB Games Montr̩al']",3.4,642,642,"['Adventure', 'Brawler']",7800,125,1.7K,632,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,2013,Oct,AAA,Adventure,Brawler,,,,,0.32,0.19,0.0,0.1,0.03,"['PS3', 'X360', 'WiiU']"
1004,Splatoon 2,21-Jul-17,"['Nintendo', 'Nintendo EPD']",3.8,736,736,"['Platform', 'Shooter']",8900,215,697,419,Nintendo EPD,Nintendo,2017,Jul,AAA,Platform,Shooter,,,,,,,,,,['NS']
1007,Final Fantasy VIII,11-Feb-99,"['Square', 'Square Enix']",3.6,982,982,"['Adventure', 'RPG']",5100,182,2.4K,715,Square,Square,1999,Feb,AAA,Adventure,RPG,,,,,,,,,,['PS']
1011,Alan Wake,14-May-10,"['Microsoft Game Studios', 'Remedy Entertainment']",3.6,702,702,"['Adventure', 'Shooter']",6200,96,2K,741,Remedy Entertainment,Microsoft Game Studios,2010,May,AAA,Adventure,Shooter,,,,,,,,,,"['X360', 'XBL', 'Series']"
1012,A Way Out,23-Mar-18,"['Electronic Arts', 'Hazelight Studios']",3.6,620,620,['Adventure'],6400,127,945,668,Hazelight,Electronic Arts,2018,Mar,AAA,Adventure,,,,,,,,,,,"['PS4', 'XOne', 'PC', 'Series']"
1014,Borderlands 3,13-Sep-19,"['2K Games', 'Gearbox Software']",3.2,530,530,"['RPG', 'Shooter']",5700,356,2.2K,681,Gearbox Software,2K Games,2019,Sep,AAA,RPG,Shooter,,,,,,,,,,"['PC', 'PS4', 'XOne']"
1015,Dragon Ball FighterZ,26-Jan-18,"['Arc System Works', 'Bandai Namco Entertainment']",3.7,603,603,['Fighting'],7800,258,715,325,Arc System Works,Bandai Namco Entertainment,2018,Jan,AAA,Fighting,,,,,,0.44,0.21,0.07,0.13,0.03,"['PS4', 'XOne', 'PC', 'NS']"
1022,Sonic Adventure 2,23-Jun-01,"['Sega', 'Sonic Team USA']",3.6,842,842,"['Adventure', 'Platform']",5100,89,1K,342,Sonic Team,Sega,2001,Jun,AAA,Adventure,Platform,,,,,0.12,,0.12,,,['DC']
1023,Destiny 2,6-Sep-17,"['Activision', 'Bungie']",2.9,507,507,"['Adventure', 'RPG', 'Shooter']",8700,524,845,103,Bungie,Activision,2017,Sep,AAA,Adventure,RPG,Shooter,,,,0.16,0.09,,0.05,0.01,"['PS4', 'XOne', 'PC']"
1024,Kirby's Dream Land,27-Apr-92,"['HAL Laboratory', 'Nintendo']",3.2,691,691,['Platform'],5300,22,411,178,HAL Laboratory,Nintendo,1992,Apr,AAA,Platform,,,,,,,,,,,['GB']
1026,Resident Evil 2,21-Jan-98,"['Capcom', 'Factor 5']",4.2,1.1K,1100,"['Adventure', 'Shooter']",5500,54,1.1K,597,Capcom,Capcom,1998,Jan,AAA,Adventure,Shooter,,,,,,,,,,['PS']
1029,The Binding of Isaac: Rebirth,4-Nov-14,"['Nicalis, Inc.']",4,492,492,"['Adventure', 'Arcade', 'Indie', 'RPG', 'Shooter']",8200,334,1.1K,636,Nicalis,Nicalis,2014,Nov,Indie,Adventure,Arcade,Indie,RPG,Shooter,,,,,,,"['PC', 'PSV', 'Linux', 'PS4', 'OSX']"
1030,Luigi's Mansion 3,31-Oct-19,"['Nintendo', 'Next Level Games']",3.8,800,800,['Adventure'],5600,313,2.2K,1.3K,"Next Level Games, Inc.",Nintendo,2019,Oct,AAA,Adventure,,,,,,,,,,,['NS']
1031,Katamari Damacy Reroll,6-Dec-18,"['MONKEYCRAFT Co. Ltd', 'Bandai Namco Entertainment']",4.1,576,576,"['Adventure', 'Puzzle']",4300,199,1.3K,513,Bandai Namco Games,Bandai Namco Entertainment,2018,Dec,AAA,Adventure,Puzzle,,,,,,,,,,"['NS', 'PC']"
1034,The Legend of Zelda: Twilight Princess,19-Nov-06,"['Nintendo', 'Nintendo EAD Software Development Group No.3']",4.1,642,642,"['Adventure', 'RPG']",6000,82,1.1K,466,Nintendo EAD,Nintendo,2006,Nov,AAA,Adventure,RPG,,,,,,,,,,"['Wii', 'GC']"
1039,Super Mario RPG: Legend of the Seven Stars,9-Mar-96,"['Square', 'Nintendo']",4,832,832,"['Adventure', 'Platform', 'RPG']",4400,133,2.3K,858,SquareSoft,Nintendo,1996,Mar,AAA,Adventure,Platform,RPG,,,,,,,,,['SNES']
1040,Astral Chain,30-Aug-19,"['PlatinumGames', 'Nintendo']",3.6,568,568,"['Adventure', 'Brawler']",3600,210,2.3K,1.4K,PlatinumGames,Nintendo,2019,Aug,AAA,Adventure,Brawler,,,,,,,,,,['NS']
1042,Dragon Age: Origins,3-Nov-09,"['Electronic Arts', 'BioWare']",4,712,712,['RPG'],6100,148,1.7K,534,BioWare,Electronic Arts,2009,Nov,AAA,RPG,,,,,,0.5,,,0.46,0.04,"['X360', 'PS3', 'PC']"
1043,Mario Kart 8,29-May-14,"['Nintendo', 'Nintendo EAD Group No. 1']",3.9,643,643,"['Arcade', 'Racing']",9300,40,225,121,Nintendo,Nintendo,2014,May,AAA,Arcade,Racing,,,,,,,,,,['WiiU']
1046,Untitled Goose Game,20-Sep-19,"['House House', 'Panic']",3.6,642,642,"['Adventure', 'Indie', 'Puzzle', 'Simulator']",6500,137,1.3K,1.2K,House House,Panic,2019,Sep,Indie,Adventure,Indie,Puzzle,Simulator,,,,,,,,"['XOne', 'NS', 'PS4', 'PC']"
1052,Dragon's Dogma: Dark Arisen,23-Apr-13,['Capcom'],3.8,458,458,"['Adventure', 'RPG']",3300,215,2.2K,469,Capcom,Capcom,2013,Apr,AAA,Adventure,RPG,,,,,,,,,,"['X360', 'PS3']"
1056,The Messenger,30-Aug-18,"['Sabotage', 'Devolver Digital']",3.8,613,613,"['Adventure', 'Arcade', 'Indie', 'Platform']",3700,157,1.7K,702,Sabotage,Devolver Digital,2018,Aug,Indie,Adventure,Arcade,Indie,Platform,,,,,,,,['NS']
1061,Left 4 Dead,17-Nov-08,"['Certain Affinity', 'Valve']",3.6,488,488,['Shooter'],8600,35,772,213,Valve,Valve,2008,Nov,AAA,Shooter,,,,,,3.52,2.66,0.05,0.49,0.31,"['Series', 'PC', 'X360']"
1063,Darkest Dungeon,19-Jan-16,['Red Hook Studios'],3.6,476,476,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Turn Based Strategy']",5200,328,2.3K,504,Red Hook Studios,Red Hook Studios,2016,Jan,Indie,Adventure,Indie,RPG,Strategy,Turn Based Strategy,,,,,,,"['PC', 'PSV', 'Linux', 'OSX']"
1065,The Last Guardian,6-Dec-16,"['Team Ico', 'Sony Interactive Entertainment']",3.7,658,658,"['Adventure', 'Platform', 'Puzzle']",3200,83,2.3K,1.3K,SIE Japan Studio,Sony Interactive Entertainment,2016,Dec,AAA,Adventure,Platform,Puzzle,,,,1.29,0.4,0.13,0.58,0.19,['PS4']
1067,Half-Life 2: Episode One,1-Jun-06,"['Valve', 'CyberFront']",3.7,469,469,['Shooter'],7000,39,1.6K,262,Valve Software,Electronic Arts,2006,Jun,AAA,Shooter,,,,,,,,,,,"['OSX', 'PC']"
1069,Half-Life 2: Episode Two,9-Oct-07,"['CyberFront', 'Valve']",4.1,517,517,"['Puzzle', 'Shooter']",6900,43,1.8K,301,Valve Corporation,Valve Software,2007,Oct,AAA,Puzzle,Shooter,,,,,,,,,,['PC']
1070,Mega Man,17-Dec-87,['Capcom'],2.8,639,639,"['Adventure', 'Platform']",5400,26,452,152,Capcom,Capcom,1987,Dec,AAA,Adventure,Platform,,,,,0.81,0.45,0.27,0.08,0.01,"['Series', 'NES']"
1072,Cave Story,20-Dec-04,['Studio Pixel'],4.2,543,543,"['Adventure', 'Indie', 'Platform', 'Shooter']",3700,87,1.3K,693,Studio Pixel,Studio Pixel,2004,Dec,Indie,Adventure,Indie,Platform,Shooter,,,,,,,,['PC']
1073,Final Fantasy XIV: Shadowbringers,2-Jul-19,['Square Enix'],4.6,401,401,['RPG'],3000,192,517,267,Square Enix,Square Enix,2019,Jul,AAA,RPG,,,,,,,,,,,"['PS4', 'PC']"
1074,Days Gone,26-Apr-19,"['SIE Bend Studio', 'Sony Interactive Entertainment']",3.2,610,610,"['Adventure', 'Shooter']",3900,212,1.8K,644,SIE Bend Studio,Sony Interactive Entertainment,2019,Apr,AAA,Adventure,Shooter,,,,,,,,,,['PS4']
1077,Sonic CD,23-Sep-93,"['Sonic Team', 'Sega']",3.4,629,629,['Platform'],4900,43,656,223,Sonic Team,Sega,1993,Sep,AAA,Platform,,,,,,1.5,1.0,0.09,0.36,0.05,['SCD']
1078,Mario Kart: Double Dash!!,7-Nov-03,"['Nintendo EAD', 'Nintendo']",3.9,808,808,['Racing'],8400,31,449,265,Nintendo EAD,Nintendo,2003,Nov,AAA,Racing,,,,,,,,,,,['GC']
